id,word,meaning,day,week_start,date_sent
599,alchemy,"a medieval practice aimed at turning base metals into gold; more broadly, a process of transformation or creation.",friday,2025-06-09,2025-06-13
600,Hara Hachi Bu,a Japanese practice of eating until you are about 80% full.,friday,2025-06-09,2025-06-13
601,atrophy,the gradual decline or wasting away of effectiveness or vigor due to underuse or neglect.,monday,2025-06-16,2025-06-16
602,", contrition",The State Of being remorseful,monday,2025-06-16,2025-06-16
603,prattle,to talk at length in a foolish or inconsequential way.,monday,2025-06-16,2025-06-16
604,proffer,to offer or present something for acceptance.,monday,2025-06-16,2025-06-16
605,indirection,the act of expressing something in a roundabout or indirect way.,monday,2025-06-16,2025-06-16
606,reprieve,"an official order delaying punishment, especially a death sentence; a temporary relief from harm or discomfort.",monday,2025-06-16,2025-06-16
607,chastise,to reprimand or criticize someone severely.,monday,2025-06-16,2025-06-16
608,vagaries,unexpected and unpredictable changes or variations.,monday,2025-06-16,2025-06-16
609,perturbed,"feeling anxious, unsettled, or upset.",monday,2025-06-16,2025-06-16
610,aversion,a strong feeling of dislike or opposition toward something.,monday,2025-06-16,2025-06-16
611,lewd,crude and offensive in a sexual way.,monday,2025-06-16,2025-06-16
612,opulent,ostentatiously rich and luxurious or lavish.,monday,2025-06-16,2025-06-16
613,paradox,a statement or situation that seems self-contradictory or absurd but may be true.,monday,2025-06-16,2025-06-16
614,frivolous,not having any serious purpose or value; carefree and not serious.,monday,2025-06-16,2025-06-16
615,melancholy,"a deep, persistent, and often pensive sadness.",monday,2025-06-16,2025-06-16
616,devoid,entirely lacking or free from something.,monday,2025-06-16,2025-06-16
617,prelude,an action or event that serves as an introduction to something more important.,monday,2025-06-16,2025-06-16
618,primitive,"relating to the early stages of human development; simple, crude, or lacking modern conveniences.",monday,2025-06-16,2025-06-16
619,insinuation,"an indirect or subtle suggestion, typically of something unpleasant or discreditable.",monday,2025-06-16,2025-06-16
620,repertoire,"a stock or collection of skills, techniques, works, or items that a person or group can perform or use.",monday,2025-06-16,2025-06-16
621,decrepit,"worn out, weakened, or ruined from age or neglect.",tuesday,2025-06-16,2025-06-17
622,impediment,a hindrance or obstruction in doing something; something that makes progress difficult.,tuesday,2025-06-16,2025-06-17
623,barbaric,"savagely cruel, brutal, or primitive.",tuesday,2025-06-16,2025-06-17
624,adroit,very skillful and quick in the way you think or move,tuesday,2025-06-16,2025-06-17
625,armada,a large fleet of warships.,tuesday,2025-06-16,2025-06-17
626,abstract,existing as an idea or quality rather than as something concrete; not having physical existence.,tuesday,2025-06-16,2025-06-17
627,relish,great enjoyment or delight in something.,tuesday,2025-06-16,2025-06-17
628,vitiation,"the process of impairing, spoiling, or weakening the quality or effectiveness of something.",tuesday,2025-06-16,2025-06-17
629,ginormous,extremely large; huge.,tuesday,2025-06-16,2025-06-17
630,recourse,a source of help or solution in a difficult situation.,tuesday,2025-06-16,2025-06-17
631,amply,in a way that is more than sufficient; generously.,tuesday,2025-06-16,2025-06-17
632,scrimped,to spend as little money as possible; to be thrifty or parsimonious.,tuesday,2025-06-16,2025-06-17
633,congenial,pleasant because of having qualities or interests similar to one's own; friendly and agreeable.,tuesday,2025-06-16,2025-06-17
634,gestalt,an organized whole that is perceived as more than the sum of its parts.,tuesday,2025-06-16,2025-06-17
635,profunding,a great depth of insight or knowledge,tuesday,2025-06-16,2025-06-17
636,refine,to remove impurities or unwanted elements from a substance; to improve by making small changes.,tuesday,2025-06-16,2025-06-17
637,adept,very skilled or proficient at something.,tuesday,2025-06-16,2025-06-17
638,promenade,"a paved public walkway, especially by the sea; to take a leisurely walk.",tuesday,2025-06-16,2025-06-17
639,inconspicuous,not easily seen or attracting attention; blending in with the surroundings.,tuesday,2025-06-16,2025-06-17
640,derogatory,"showing a critical, disrespectful, or disparaging attitude.",tuesday,2025-06-16,2025-06-17
